STATE/UT,YEAR,Pupose,Total No. of cases reported,Male upto 10 years,Female upto 10 years,Male 10-15 years,Female 10-15 years,Male 15-18 years,Female 15-18 years,Male 18-30 years,Female 18-30 years,Male 30-50 years,Female 30-50 years,Male above 50 years,Female above 50 years,Total Male,Total Female,Grand Total
D&N Haveli,2008,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Others,7,1,1,0,0,0,0,2,0,2,0,1,0,6,1,7
D&N Haveli,2008,Total,17,1,1,0,3,0,6,2,1,2,0,1,0,6,11,17
D&N Haveli,2009,For Adoption,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
D&N Haveli,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For marriage,9,0,0,0,4,0,3,0,2,0,0,0,0,0,9,9
D&N Haveli,2009,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Others,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
D&N Haveli,2009,Total,12,1,0,0,4,0,3,1,2,1,0,0,0,3,9,12
D&N Haveli,2010,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For marriage,10,0,0,0,7,0,2,0,1,0,0,0,0,0,10,10
D&N Haveli,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For Ransom,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
D&N Haveli,2010,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Others,7,0,0,0,0,0,0,3,0,3,1,0,0,6,1,7
D&N Haveli,2010,Total,18,0,0,1,7,0,2,3,1,3,1,0,0,7,11,18
D&N Haveli,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For marriage,7,0,0,0,3,0,4,0,0,0,0,0,0,0,7,7
D&N Haveli,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2011,Others,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
D&N Haveli,2011,Total,9,0,1,0,3,0,4,1,0,0,0,0,0,1,8,9
D&N Haveli,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For Illicit intercourse,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
D&N Haveli,2012,For marriage,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
D&N Haveli,2012,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For Revenge,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
D&N Haveli,2012,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2012,Others,9,1,0,3,3,1,1,0,1,0,0,0,0,5,5,10
D&N Haveli,2012,Total,13,1,0,3,5,1,2,1,2,0,0,0,0,6,9,15
Daman & Diu,2002,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For marriage,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Daman & Diu,2002,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Others,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
Daman & Diu,2002,Total,3,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
Daman & Diu,2003,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Others,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Daman & Diu,2003,Total,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Daman & Diu,2004,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Others,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
Daman & Diu,2004,Total,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
Daman & Diu,2005,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Revenge,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
Daman & Diu,2005,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Others,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Daman & Diu,2005,Total,4,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
Daman & Diu,2006,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Others,3,0,0,0,0,0,1,0,0,3,1,0,0,3,2,5
Daman & Diu,2006,Total,3,0,0,0,0,0,1,0,0,3,1,0,0,3,2,5
Daman & Diu,2007,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Others,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Daman & Diu,2007,Total,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Daman & Diu,2008,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Others,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
Daman & Diu,2008,Total,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
Daman & Diu,2009,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Others,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
Daman & Diu,2010,Total,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
Daman & Diu,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For marriage,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Daman & Diu,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2011,Others,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2
Daman & Diu,2011,Total,3,1,0,0,0,0,1,0,0,1,0,0,0,2,1,3
Daman & Diu,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For marriage,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Daman & Diu,2012,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2012,Others,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
Daman & Diu,2012,Total,3,0,0,3,0,0,0,0,1,0,0,0,0,3,1,4
Delhi UT,2001,For Adoption,5,2,0,1,1,0,0,1,0,2,0,0,0,6,1,7
Delhi UT,2001,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2001,For Illicit intercourse,14,0,0,0,6,1,5,0,2,0,0,0,0,1,13,14
Delhi UT,2001,For marriage,351,6,1,0,60,0,194,0,65,0,16,0,0,6,336,342
Delhi UT,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2001,For Ransom,41,20,1,7,1,1,1,6,1,4,1,1,0,39,5,44
Delhi UT,2001,For Revenge,15,3,1,3,1,0,2,1,2,3,0,0,0,10,6,16
Delhi UT,2001,For Sale,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Delhi UT,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2001,For Slavery,62,7,3,3,14,2,15,7,13,0,3,0,0,19,48,67
Delhi UT,2001,For unlawaful activity,14,0,0,0,6,2,4,0,2,1,1,0,0,3,13,16
Delhi UT,2001,Others,1124,146,91,111,108,62,100,208,295,66,59,6,0,599,653,1252
Delhi UT,2001,Total,1627,184,98,125,197,68,321,223,380,76,80,7,0,683,1076,1759
Delhi UT,2002,For Adoption,6,1,0,0,0,0,2,0,3,0,0,0,0,1,5,6
Delhi UT,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2002,For Illicit intercourse,13,0,0,1,4,0,8,0,1,1,1,0,0,2,14,16
Delhi UT,2002,For marriage,342,0,0,0,89,0,127,4,127,0,8,0,0,4,351,355
Delhi UT,2002,For Prostitution,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Delhi UT,2002,For Ransom,32,18,1,1,0,3,0,7,0,2,0,2,0,33,1,34
Delhi UT,2002,For Revenge,11,1,2,1,0,1,0,7,0,0,0,0,0,10,2,12
Delhi UT,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2002,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2002,For unlawaful activity,16,1,1,2,1,1,4,5,0,0,1,0,0,9,7,16
Delhi UT,2002,Others,902,64,41,45,5,31,9,172,437,71,78,3,0,386,570,956
Delhi UT,2002,Total,1323,85,45,50,99,36,150,195,568,74,89,5,0,445,951,1396
Delhi UT,2003,For Adoption,8,3,1,0,0,0,2,0,2,0,0,0,0,3,5,8
Delhi UT,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2003,For Illicit intercourse,23,0,1,0,9,0,4,0,8,1,0,0,0,1,22,23
Delhi UT,2003,For marriage,244,0,0,0,45,0,50,0,147,0,3,0,0,0,245,245
Delhi UT,2003,For Prostitution,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Delhi UT,2003,For Ransom,29,13,0,3,1,4,0,8,0,5,0,0,0,33,1,34
Delhi UT,2003,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2003,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2003,For unlawaful activity,46,3,3,3,6,1,13,4,10,2,1,0,0,13,33,46
Delhi UT,2003,Others,805,55,36,27,17,10,27,201,272,38,156,6,2,337,510,847
Delhi UT,2003,Total,1156,74,41,33,79,15,96,213,439,46,160,6,2,387,817,1204
Delhi UT,2004,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2004,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2004,For Illicit intercourse,3,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3
Delhi UT,2004,For marriage,309,0,0,0,50,0,76,0,183,0,0,0,0,0,309,309
Delhi UT,2004,For Prostitution,12,0,0,0,4,0,2,0,6,0,0,0,0,0,12,12
Delhi UT,2004,For Ransom,28,11,1,4,0,7,0,3,0,3,0,0,0,28,1,29
Delhi UT,2004,For Revenge,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Delhi UT,2004,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2004,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2004,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2004,For unlawaful activity,14,0,2,0,2,0,9,0,1,0,0,1,0,1,14,15
Delhi UT,2004,Others,842,110,88,80,90,38,63,56,217,42,53,4,1,330,512,842
Delhi UT,2004,Total,1209,122,91,84,147,45,150,59,408,45,54,5,1,360,851,1211
Delhi UT,2005,For Adoption,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
Delhi UT,2005,For Begging,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
Delhi UT,2005,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2005,For Illicit intercourse,4,0,0,0,2,0,1,0,0,0,0,0,1,0,4,4
Delhi UT,2005,For marriage,276,0,0,0,33,0,80,0,159,0,4,0,0,0,276,276
Delhi UT,2005,For Prostitution,5,0,0,0,1,0,2,0,2,0,0,0,0,0,5,5
Delhi UT,2005,For Ransom,32,15,0,5,1,3,0,5,0,3,0,0,0,31,1,32
